observationId,dancerId,siteNo,hiveNo,sampY,sampM,sampD,sampT,waggleDuration,waggleLength,waggleOrientation,waggleDirection,pollenColor,pollenAbundance
1709,54977,6,20,2019,5,20,12,0.933,,-6.17848,8.879228592,,
894,61119,1,8,2019,4,30,12,2,,-2.273874383,5.286502361,,
1713,99169,6,20,2019,5,20,12,0.978,,-2.25148,4.889671326,,
1149,85468,1,8,2019,7,11,12,1.3,,2.526419232,-0.113879219,,
1717,49618,6,20,2019,5,20,12,0.688,,-4.92184,7.491434574,,
898,26452,1,8,2019,4,30,12,1.48,,0.001756281,2.765521288,,
1721,35541,6,20,2019,5,20,12,1.368,,-0.663226667,3.143029451,,
1049,54419,1,8,2019,7,10,14,2,,-2.619235969,5.962648392,,
1725,72646,6,20,2019,5,20,12,1.49,,-4.485506667,6.90018034,,
902,67483,1,8,2019,4,30,12,1.43,,0.00422569,2.656705379,,
1729,62986,6,20,2019,5,20,12,2.478,,-0.20944,2.976089478,,
1153,27839,1,8,2019,7,11,12,1.6,,-3.127829476,5.567729473,,
1733,34642,6,20,2019,5,20,13,0.848,,-3.124146667,6.155683517,,
906,56136,1,8,2019,4,30,12,1.52,,0.002763924,2.669720888,,
1737,39337,6,20,2019,5,20,13,1.393,,-4.276066667,7.195627689,,
1085,79893,1,8,2019,7,11,12,1.23,,1.962679684,0.342511624,,
1741,44357,6,20,2019,5,20,13,3.088,,-1.029746667,3.900947809,,
910,56979,1,8,2019,4,30,12,0.79,,-0.15625522,2.905451059,,
1745,18894,6,20,2019,5,20,13,0.588,,-4.729853333,7.530635834,,
1157,24941,1,8,2019,7,11,12,1.31,,2.379833912,0.071211979,,
1749,57387,6,20,2019,6,7,12,2.568,,-5.218546667,7.55146265,,
914,73472,1,8,2019,4,30,12,2.75,,-1.43027221,4.481841087,,
1753,95522,6,20,2019,6,7,12,0.845,,-4.24116,6.702566147,,
1033,88689,1,8,2019,7,10,13,1.8,,-3.037292376,6.056467533,,
1757,71423,6,20,2019,6,7,12,1.183,,-4.101533333,6.64266634,,
918,87858,1,8,2019,4,30,13,1.17,,0.965021883,2.910237074,,
1761,61476,6,20,2019,6,7,13,0.813,,-3.961906667,6.903853416,,
1161,84217,1,8,2019,7,11,12,1.21,,1.857851705,0.253082246,,
1765,64655,6,20,2019,7,16,12,0.537500024,,3.806921067,-1.086829901,,
922,67277,1,8,2019,4,30,13,1.51,,-1.602552323,5.448026657,,
1769,18877,6,20,2019,7,16,12,0.367500007,,3.931860753,-1.076922059,,
1089,32197,1,8,2019,7,11,12,1.47,,1.616879512,0.712800741,,
1773,24477,6,20,2019,7,16,12,0.412499994,,2.75965998,0.240344569,,
926,42677,1,8,2019,4,30,13,1.12,,0.741573706,3.058012486,,
1777,62415,6,20,2019,7,16,12,0.785000026,,2.680273493,0.387845397,,
1165,53598,1,8,2019,7,11,12,1.36,,1.971909593,0.0409609,,
1781,42646,6,20,2019,8,4,12,2.035000086,,0.174498427,2.783977032,,
930,76732,1,8,2019,4,30,13,0.77,,-2.814616963,6.58279562,,
1785,72618,6,20,2019,8,4,12,0.462500006,,2.779443333,0.157126024,,
1053,79961,1,8,2019,7,10,14,1.95,,-2.304646574,5.579435349,,
1789,38594,6,20,2019,8,4,12,0.589999974,,0.708779867,2.216898203,,
934,39283,1,8,2019,4,30,13,1.15,,0.837723932,2.882116795,,
1793,25226,6,20,2019,8,4,12,0.566999972,,2.617650933,0.286378115,,
780,61492,1,8,2019,4,26,15,0.82,,3.114628756,0.652302027,,
1168,85468,1,8,2019,7,11,12,1.1,,1.555388092,0.457482398,,
938,59131,1,8,2019,4,30,13,1.16,,0.983803197,2.920603991,,
1172,74991,1,8,2019,7,11,12,1.24,,1.640581275,0.37916851,,
1093,93139,1,8,2019,7,11,12,1.35,,1.575718137,0.655282915,,
1176,31144,1,8,2019,7,11,12,1.49,,2.102581473,-0.075895466,,
942,99659,2,8,2019,5,14,14,1.45,,0.010337126,3.210674286,,
1180,49669,1,8,2019,7,11,12,1.17,,1.640581275,0.375721753,,
784,89238,1,8,2019,4,26,15,0.61,,2.894670843,0.819289029,,
1184,13887,1,8,2019,7,11,12,0.79,,2.108619956,-0.132610992,,
946,74584,2,8,2019,5,14,14,2.35,,0.279729367,3.142620802,,
1188,99417,1,8,2019,7,11,12,0.91,,1.592003218,0.387291312,,
1025,54649,1,8,2019,7,10,13,1.85,,-2.82847676,5.855352402,,
1192,32336,1,8,2019,7,11,12,1.4,,2.386042064,-0.38338542,,
950,78681,2,8,2019,5,15,13,1.8,,0.007993233,3.006959438,,
1196,86845,1,8,2019,7,11,12,1.14,,1.589058359,0.403506964,,
788,89259,1,8,2019,4,26,15,0.82,,2.609580908,1.08272481,,
1200,48678,1,8,2019,7,11,12,1.46,,1.718451303,0.27746433,,
954,39581,2,8,2019,5,15,13,2.02,,0.002681782,3.268391848,,
1204,33297,1,8,2019,7,11,12,0.99,,1.765811936,0.267868698,,
1097,47165,1,8,2019,7,11,12,1.15,,2.066888464,0.05569648,,
1208,27235,1,8,2019,7,11,12,1.34,,1.790214561,0.290430754,,
958,51868,2,8,2019,5,15,13,2.3,,0.031685998,3.267575979,,
1212,33659,1,8,2019,7,11,12,1.32,,2.130100227,-0.045729142,,
792,87596,1,8,2019,4,26,15,0.54,,0.884128008,2.780740261,,
1216,92276,1,8,2019,7,11,12,1.41,,1.82957305,0.262300581,,
962,26265,2,8,2019,5,15,13,1.55,,0.017670738,3.210886478,,
1220,32792,1,8,2019,7,11,12,1.65,,2.230706969,-0.127450049,,
1057,95318,1,8,2019,7,10,14,1.55,,0.622695657,2.644406796,,
1224,83684,1,8,2019,7,11,12,1.35,,1.800971886,0.28714186,,
966,87287,2,8,2019,5,15,13,1.97,,0.222383418,3.132761955,,
1228,21135,1,8,2019,7,11,12,1.09,,1.765811936,0.271388173,,
796,83323,1,8,2019,4,26,15,0.83,,-2.433193594,6.075819492,,
1232,48492,1,8,2019,7,11,12,1.43,,1.600136274,0.451293349,,
970,94796,2,8,2019,5,15,13,2.5,,0.426749833,2.956041098,,
1236,72937,1,8,2019,7,11,12,1.49,,2.213982353,-0.140738502,,
1101,27911,1,8,2019,7,11,12,1.3,,2.31608967,-0.177710578,,
1240,49545,1,8,2019,7,11,12,0.79,,1.878776323,0.179860771,,
974,84151,2,8,2019,5,15,13,1.7,,0.001339959,3.402036667,,
1244,22393,1,8,2019,7,11,12,1.7,,2.311919373,-0.242351502,,
800,34555,1,8,2019,4,26,15,1.4,,0.901485978,2.695894957,,
1248,75613,1,8,2019,7,11,13,0.97,,2.465925706,0.301996768,,
978,39374,2,8,2019,5,15,13,2.65,,0.00536781,3.20185113,,
1252,29121,1,8,2019,7,11,13,1.34,,-0.972059137,3.907979488,,
1037,27164,1,8,2019,7,10,13,1.5,,-0.048895869,2.961570263,,
1256,39673,1,8,2019,7,11,13,1.24,,-1.509064251,4.460072517,,
982,99155,2,8,2019,5,15,13,1.98,,-0.113013595,3.135037661,,
1260,97857,1,8,2019,7,11,13,2.1,,3.117274894,-0.097697072,,
804,94275,1,8,2019,4,26,15,0.6,,-3.102721956,6.665524006,,
1264,23372,1,8,2019,7,11,13,1.29,,-0.797019782,3.855061531,,
986,75295,2,8,2019,5,15,13,2.2,,-0.011136901,3.047326088,,
1268,42777,1,8,2019,7,11,13,1.12,,-0.862127171,3.775536299,,
1105,69631,1,8,2019,7,11,12,1.02,,-1.795077068,3.949556351,,
1272,16265,1,8,2019,7,11,13,0.47,,-1.588389493,4.41344738,,
990,99686,2,8,2019,5,15,13,1.85,,-0.008030381,3.22947979,,
1276,13799,1,8,2019,7,11,13,1.42,,-1.369430726,4.216298103,,
808,19583,1,8,2019,4,26,15,0.94,,-2.226739667,5.880518913,,
1280,86136,1,8,2019,7,11,13,0.44,,-0.129732367,2.991247416,,
994,83967,2,8,2019,5,15,13,1.92,,-0.009297958,3.081007957,,
1284,47279,1,8,2019,7,11,13,1.09,,-1.023821909,3.90746212,,
1061,93765,1,8,2019,7,10,14,2.1,,-2.756845795,6.008545399,,
1288,25147,1,8,2019,7,11,13,1.28,,-1.055060632,4.174965382,,
998,16635,2,8,2019,5,15,13,1.67,,0.093922879,3.006286144,,
1539,63775,6,20,2019,3,9,12,2.037,,-1.745333333,4.437027931,,
812,41566,1,8,2018,4,29,15,2.42,,-0.570622699,4.442812443,,
1543,22466,6,20,2019,3,9,12,2.403,,-0.349066667,3.097553015,,
1002,25554,2,8,2019,5,15,13,2.25,,-0.004945833,3.162250519,,
1547,83555,6,20,2019,3,9,12,2.157,,-2.652906667,5.445213795,,
1109,51421,1,8,2019,7,11,12,1.25,,1.967628897,0.228508785,,
1551,89986,6,20,2019,3,9,12,1.444,,-5.18364,8.113564491,,
1006,47376,2,8,2019,5,15,14,2.05,,0.555921946,2.881453753,,
1555,49269,6,20,2019,3,9,12,2.561,,-0.645773333,3.370912552,,
816,14622,1,8,2018,4,29,15,0.61,,1.757342963,2.167789221,,
1559,61459,6,20,2019,3,9,12,2.435,,-1.012293333,3.66506052,,
1010,36878,2,8,2019,5,15,14,2.1,,0.145695666,3.325258017,,
1563,28267,6,20,2019,3,9,12,1.649,,-5.061466667,8.003443718,,
1021,66532,1,8,2019,7,10,13,1.6,,-0.990416771,4.025002003,,
1013,94288,2,8,2019,5,15,14,2.2,,0.640626317,2.836989403,,
821,89995,1,8,2018,4,29,15,1.27,,0.537516157,3.41563201,,
1015,37999,2,8,2019,5,15,14,2.3,,0.594729153,2.909346581,,
1112,98564,1,8,2019,7,11,12,1.02,,2.290319604,-0.076927252,,
1568,72924,6,20,2019,3,9,12,1.17,,-2.059493333,4.762124538,,
823,73299,1,8,2018,4,29,15,1.24,,1.609915431,2.370657444,,
1570,63321,6,20,2019,3,9,12,1.414,,-3.56048,6.274339199,,
1064,89589,1,8,2019,7,10,14,0.72,,2.676715157,0.57498461,,
1572,53877,6,20,2019,3,9,12,1.547,,-1.867506667,4.547840595,,
825,81295,1,8,2018,4,29,15,1.32,,0.716511951,3.290909052,,
1574,66345,6,20,2019,3,9,12,2.036,,-2.321293333,5.28745842,,
1114,52758,1,8,2019,7,11,12,1.2,,1.567921028,0.611305296,,
1576,39726,6,20,2019,3,9,13,1.649,,-4.956746667,8.069704056,,
827,55322,1,8,2018,4,29,15,1.47,,0.762974348,3.166868687,,
1578,36635,6,20,2019,3,9,13,2.448,,-0.226893333,3.315257788,,
1040,88934,1,8,2019,7,10,13,1.8,,3.078338327,-0.180629343,,
1580,78739,6,20,2019,3,9,13,4.87,,-3.333586667,6.415807247,,
829,37439,1,8,2018,4,29,15,0.54,,-3.136371348,6.988791466,,
1582,34181,6,20,2019,3,9,13,2.191,,-3.281226667,6.357305527,,
1116,83966,1,8,2019,7,11,12,0.85,,2.617034398,-0.257100224,,
1584,75327,6,20,2019,3,9,13,1.72,,-2.286386667,5.350189686,,
831,96924,1,8,2018,4,29,15,1.76,,-3.134921967,6.768390656,,
1586,87697,6,20,2019,3,9,13,1.762,,-2.268933333,5.32047224,,
1066,41775,1,8,2019,7,10,14,2.1,,-2.465122373,5.709106922,,
1588,25586,6,20,2019,3,9,13,1.196,,-5.148733333,8.194145203,,
833,58694,1,8,2018,4,29,15,1.42,,-0.185001193,3.83549118,,
1590,23586,6,20,2019,3,9,13,5.914,,-5.829413333,8.868701935,,
1118,74391,1,8,2019,7,11,12,1.54,,-1.580896438,4.071874142,,
1592,51134,6,20,2019,3,9,13,1.305,,-2.216573333,5.243626118,,
835,67843,1,8,2018,4,29,15,1.43,,-0.334951668,4.089607716,,
1594,48139,6,20,2019,3,9,13,2.061,,-1.605706667,4.632759571,,
1028,12686,1,8,2019,7,10,13,2.26,,-2.841416082,5.868291378,,
1596,83417,6,20,2019,3,9,13,1.552,,-3.839733333,6.830188751,,
837,78995,1,8,2018,4,29,15,1.19,,-0.017504538,3.803726435,,
1598,25866,6,20,2019,3,9,13,2.718,,-0.20944,3.347008228,,
1120,95747,1,8,2019,7,11,12,1.45,,-1.584154194,4.098599911,,
1600,17843,6,20,2019,4,2,12,3.247,,-1.36136,4.189730167,,
839,76572,1,8,2018,4,29,15,1.47,,-0.233259605,4.144157887,,
1602,23215,6,20,2019,4,2,12,1.813,,-0.89012,3.739681721,,
1068,66423,1,8,2019,7,10,14,2.35,,-2.250839152,5.494823933,,
1604,87493,6,20,2019,4,2,12,1.29,,-5.881773333,8.731334686,,
841,78865,1,8,2018,4,29,15,0.64,,-1.278221029,4.98979187,,
1606,18234,6,20,2019,4,2,12,3.473,,-0.7854,3.656328201,,
1122,52463,1,8,2019,7,11,12,0.44,,-1.584905144,4.117265224,,
1608,45164,6,20,2019,4,2,12,1.08,,-0.10472,2.989984512,,
843,77739,1,8,2018,4,29,15,1.21,,0.43172878,3.301526546,,
1610,69714,6,20,2019,4,2,12,3.289,,-0.94248,3.842151165,,
1042,96959,1,8,2019,7,10,13,1.52,,-0.007564197,2.905273199,,
1612,95127,6,20,2019,4,2,12,1.087,,-5.91668,8.830823898,,
845,82166,1,8,2018,4,29,15,1.32,,1.205098491,2.612048388,,
1614,47214,6,20,2019,4,2,13,1.392,,-3.124146667,6.074743271,,
1124,11713,1,8,2019,7,11,12,1.12,,2.581058834,-0.042667806,,
1616,59192,6,20,2019,4,2,13,1.83,,-2.216573333,5.27831459,,
847,36131,1,8,2018,4,29,15,2.87,,-0.75452385,4.444128036,,
1618,86137,6,20,2019,4,2,13,2.438,,-1.221733333,4.276003838,,
1070,61254,1,8,2019,7,10,14,2.72,,-2.757893855,6.001878738,,
1620,47285,6,20,2019,4,2,13,1.272,,-5.934133333,8.980939865,,
849,65732,1,8,2019,4,30,11,1.37,,-0.16944109,2.489043236,,
1622,41343,6,20,2019,4,2,13,1.711,,-5.81196,8.851308823,,
1126,64948,1,8,2019,7,11,12,2.23,,2.557012506,-0.089029312,,
1624,25478,6,20,2019,4,2,13,1.124,,-5.619973333,8.644431114,,
851,23542,1,8,2019,4,30,11,1.43,,-0.008631023,2.579641342,,
1626,82881,6,20,2019,4,2,13,2.364,,-0.855213333,3.87967062,,
1022,98435,1,8,2019,7,10,13,0.35,,-0.990416771,4.025002003,,
1628,93811,6,20,2019,4,2,13,2.076,,-0.94248,3.95208025,,
853,37582,1,8,2019,4,30,11,1.12,,-0.012011413,2.550480843,,
1630,68182,6,20,2019,4,2,13,1.633,,-0.68068,3.675461531,,
1128,23455,1,8,2019,7,11,12,1.5,,-1.584836129,4.160041332,,
1632,76657,6,20,2019,4,2,13,1.823,,-1.169373333,4.149378777,,
855,63197,1,8,2019,4,30,11,1.36,,-0.308964275,2.836731911,,
1634,19739,6,20,2019,4,2,13,1.883,,-1.5708,4.54343462,,
1072,23255,1,8,2019,7,10,14,1.6,,-0.431767745,3.775180101,,
1636,31921,6,20,2019,4,2,13,1.534,,0,2.957929611,,
857,48191,1,8,2019,4,30,11,1.69,,-0.173344615,2.685195684,,
1638,62841,6,20,2019,4,2,13,2.222,,-0.83776,3.914459705,,
1130,48579,1,8,2019,7,11,12,1.76,,1.561636423,1.051456571,,
1640,79133,6,20,2019,5,2,12,0.645,,-4.782213333,7.483059883,,
859,54719,1,8,2019,4,30,11,1.6,,-0.050581468,2.536268711,,
1642,82143,6,20,2019,5,2,12,0.209,,-5.18364,7.893379211,,
1044,98416,1,8,2019,7,10,13,1.66,,0.001382431,2.896326542,,
1644,46188,6,20,2019,5,2,12,0.469,,-4.677493333,7.405192375,,
861,56745,1,8,2019,4,30,11,1.42,,-0.020496448,2.501005411,,
1646,41237,6,20,2019,5,2,12,0.771,,-4.904386667,7.650274277,,
1132,82215,1,8,2019,7,11,12,1.18,,2.590134802,-0.008689187,,
1648,84463,6,20,2019,5,2,12,2.513,,-2.25148,5.006546497,,
863,51215,1,8,2019,4,30,11,1.65,,-0.040955517,2.650749445,,
1650,76529,6,20,2019,5,2,12,0.864,,-4.310973333,7.084562302,,
1074,73411,1,8,2019,7,11,12,1.1,,2.079095749,-0.103086777,,
1652,17355,6,20,2019,5,2,12,0.307,,-5.532706667,8.334481239,,
865,22761,1,8,2019,4,30,11,1.05,,-0.025035897,2.49011898,,
1654,11481,6,20,2019,5,2,12,0.578,,-4.92184,7.742661953,,
1134,81451,1,8,2019,7,11,12,1.26,,2.478378865,0.220415771,,
1656,12156,6,20,2019,5,2,12,0.552,,-4.625133333,7.455553532,,
867,87211,1,8,2019,4,30,11,1.72,,3.1314806,-0.691746533,,
1658,71626,6,20,2019,5,2,12,1.448,,-4.991653333,7.82207346,,
1030,95975,1,8,2019,7,10,13,1.9,,-3.04814196,6.067317009,,
1660,88529,6,20,2019,5,2,12,0.751,,-6.003946667,8.678470612,,
869,33769,1,8,2019,4,30,11,2.16,,2.446637181,-0.041639391,,
1662,59843,6,20,2019,5,2,12,0.963,,-5.148733333,7.537251472,,
1136,84244,1,8,2019,7,11,12,1.13,,2.527106566,0.035707828,,
1664,89697,6,20,2019,5,2,12,0.567,,-0.31416,2.722142935,,
871,91778,1,8,2019,4,30,11,1.8,,-0.459781891,2.850158453,,
1666,76846,6,20,2019,5,2,12,0.873,,-4.572773333,7.000727177,,
1076,42585,1,8,2019,7,11,12,1.15,,2.213954721,0.053368885,,
1668,91293,6,20,2019,5,2,12,0.661,,-5.096373333,7.544815063,,
873,47282,1,8,2019,4,30,11,2.06,,2.410422747,-0.044065833,,
1670,23852,6,20,2019,5,2,12,1.051,,-0.820306667,3.289762497,,
1138,91172,1,8,2019,7,11,12,2.12,,2.658992125,-0.196683928,,
1672,82496,6,20,2019,5,2,12,1.004,,-5.742146667,8.233151436,,
875,36261,1,8,2019,4,30,11,1.32,,-0.087740489,2.416558743,,
1674,67736,6,20,2019,5,2,12,0.645,,-0.2618,2.902068377,,
1046,59997,1,8,2019,7,10,13,0.96,,-0.500720562,3.543024302,,
1676,16792,6,20,2019,5,2,12,1.411,,-4.520413333,7.177687645,,
877,37694,1,8,2019,4,30,11,1.1,,-0.058069873,2.377671957,,
1678,26862,6,20,2019,5,2,12,0.802,,-5.02656,7.70108366,,
1140,28279,1,8,2019,7,11,12,0.81,,2.729425205,-0.35919109,,
1680,73255,6,20,2019,5,2,13,1.214,,-4.34588,7.195640564,,
879,68362,1,8,2019,4,30,11,1.53,,-0.03218054,2.647586346,,
1682,38485,6,20,2019,5,2,13,0.566,,-5.689786667,8.782868385,,
1078,23313,1,8,2019,7,11,12,1.06,,2.254828288,0.031230761,,
1684,92287,6,20,2019,5,2,13,0.707,,-5.65488,8.727163315,,
881,91246,1,8,2019,4,30,12,1.52,,0.0137771,2.796205044,,
1686,61369,6,20,2019,5,2,13,0.443,,-5.253453333,8.304987907,,
1142,79742,1,8,2019,7,11,12,1.11,,2.16037048,0.209863618,,
1688,92748,6,20,2019,5,2,13,0.755,,-4.258613333,7.28946352,,
883,19131,1,8,2019,4,30,12,1.6,,0.003031299,2.862833023,,
1690,38323,6,20,2019,5,2,13,0.395,,-1.51844,4.538975716,,
1692,93853,6,20,2019,5,2,13,1.203,,-4.468053333,7.468026638,,
885,23157,1,8,2019,4,30,12,1.82,,-0.011421535,2.9150846,,
1694,57277,6,20,2019,5,2,13,0.946,,-3.6652,6.644709587,,
1144,59134,1,8,2019,7,11,12,2,,2.532984459,-0.157559335,,
1696,87797,6,20,2019,5,2,13,0.302,,-5.113826667,8.083145142,,
887,36355,1,8,2019,4,30,12,1.75,,-0.00766449,2.81150341,,
1698,66793,6,20,2019,5,2,13,1.485,,-4.310973333,7.180258274,,
1080,18197,1,8,2019,7,11,12,1.27,,-2.418480386,4.709284782,,
1700,12532,6,20,2019,5,2,13,0.777,,-4.886933333,7.746433735,,
889,88595,1,8,2019,4,30,12,1.63,,0.961034106,2.012868404,,
